评论时间,评论者IP归属地,评论者性别,评论内容,情感分析
2024-9-8 15:57,来自江苏,男,cv已经卷成麻花了，导师要是牛逼另当别论,0.9012276544089438
2024-3-28 9:25,来自重庆,女,dd,0.7499999999999999
2024-9-12 12:40,来自湖南,女,gap中,0.6931556278479052
2024-8-22 22:05,来自山西,女,h哈哈红红火火恍恍惚惚哈哈哈哈哈哈,0.9141977649675188
2024-6-15 19:57,来自广东,女,md 黑心公司！,0.19817386400176673
2024-6-7 8:37,来自甘肃,女,ppt模板刚需了,0.6683321742780889
2024-5-27 8:21,来自湖南,男,TM的 很多专业就不该在本科阶段开 尤其是文科,0.9924116389037688
2024-3-27 22:21,来自河北,女,up,0.5262327818078083
2024-3-27 22:07,来自山东,女,up,0.5262327818078083
2024-6-9 13:49,来自山东,男,x上的立挡一直劝人学计算机,0.5101639901985302
2024-3-27 22:07,来自黑龙江,男,🆙,0.5
2024-9-11 22:05,来自贵州,女,👍,0.5
2024-5-26 19:18,来自四川,男,😂,0.5
2024-8-13 13:32,来自浙江,女,阿姨，我们喜欢听你讲以前的故事，,0.8606449180115413
2024-8-13 12:50,来自浙江,男,阿姨记忆精准。1997年亚洲金融危机，中国经济又往下走，1998年毕业生就业选择不多，好工作岗位很少（幸运的是大学扩招是97年启动的，1998年大学毕业生还不多）。 熬到2001年中国入世，宏观经济开始往上走，贸易、金融、公务员扩张、基建、房地产，行行业业开始了轰轰烈烈的经济二十年大发展,0.999999999999996
2024-7-17 11:48,来自江苏,男,啊,0.5262327818078083
2024-5-26 20:29,来自上海,女,啊？那我退学还来得及吗,0.7761809979550874
2024-8-9 21:22,来自北京,男,啊啊啊啊啊啊啊啊啊啊,0.9937750853721465
2024-7-25 10:49,来自陕西,女,啊啊啊救命,0.9152800586288998
2024-7-25 13:41,来自天津,女,啊哈哈哈,0.8684210526315791
2024-5-16 21:34,来自四川,男,哎,0.5262327818078083
2024-7-12 22:40,来自吉林,女,哎,0.5262327818078083
2024-5-16 21:34,来自江西,女,哎，可怜,0.4070796460176994
2024-5-26 22:47,来自广东,男,哎，其实多多少少都是对读研能改善自己未来生活抱有一点期待才去考的，纯为了逃避就业跑去读研的人其实很少,0.999999864782963
2024-5-16 22:02,来自江苏,女,唉 收入还比工业界低很多很多,0.9704440359974252
2022-5-9 10:52,来自河北,男,唉，外卖，快递，滴滴都可以安排这些人,0.24175215677448814
2024-6-5 18:47,来自天津,女,唉，央企下属三级公司，目测没几个月就要黄了，年龄快40了，找工作真的难,0.029762829385938327
2024-9-8 0:01,来自江苏,女,艾梭他们也是这个路子，人家还请了大禅师呢！,0.28676585551319
2024-1-30 0:18,来自安徽,女,安徽周围省份有没有可以挂靠执医不查社保的地方,0.048021747409975446
2024-7-1 23:46,来自山东,男,按交社保统计就业率比较合适/升学的除外。,0.9714405657587828
2024-7-6 10:21,来自江苏,男,按现在的大学专业培养出来的毕业生至少一半是无用的，是天之废才，不是天之骄子。如果再往上推，其实现在的大学老师如果离开大学，送到社会上恐怕大多数也是混不上饭吃，他们怎么可能教出有本事的学生呢？,0.879831171492341
2024-8-27 19:34,来自湖北,男,把失业说的这么冠冕堂皇，真的是……,0.7590647268099365
2024-6-8 1:35,来自江苏,女,把因果关系搞错了吧，是一群人莫名其妙的放着钱不赚就是赖着不去上班吗，人人也不是傻子。而且，把人放置在合适的位置上这个工作就不应该是个体来做，个体应该做的就是激流勇进，把宏观问题的失调转移到个人的身上是不是太不讲道理了,0.19857034056334566
2024-9-15 7:03,来自安徽,男,包河区教体局招这么多干啥？初中老师？去未来的估计过不了几年又要重新找工作了,0.2916943884212613
2024-4-11 7:58,来自中国,女,宝 你不读博吗,0.5806550727087305
2024-5-9 22:08,来自广东,女,宝宝好会写,0.8456425168753582
2024-5-11 22:38,来自山东,女,宝宝好会写抱抱,0.936695996062197
2024-5-9 23:06,来自广东,女,宝宝很棒的,0.9433510457329839
2024-6-3 14:04,来自陕西,女,宝宝你超棒的！！,0.9035157025932992
2024-5-26 20:32,来自广东,女,豹哥，你学历高，我觉得你可以跟我一起去香港卖保险,0.7758787181048941
2024-5-27 13:48,来自广东,男,豹哥打算干啥,0.27494875453964296
2024-5-27 9:41,来自四川,男,豹哥自媒体就是你的工作啊！,0.6052882483145635
2024-7-13 14:48,来自陕西,男,北大考古专业不如咱西南城角的西北大学,0.9644503788791041
2024-7-13 23:35,来自北京,女,北大清华无论什么专业就业率100%，太正常了，只有零就业才是热搜,0.5191008484362515
2024-7-3 13:47,来自河南,男,被救业,0.5
2024-7-2 22:00,来自浙江,男,被就业,0.8571428571428571
2023-2-1 19:43,来自北京,女,本海本海硕人本硕加一起才4.5年，就感觉挺赶的 不过24岁就有一年多工作经验还是很爽！更加不怕试错了,0.9928120609298058
2024-9-8 22:43,来自浙江,女,本汉语言文学师范现在在没当老师 在当牛做马,0.9741695213011199
2024-5-28 14:40,来自英国,男,本混子毫无学术热忱就想去米国读个水硕打工,0.2646240536316171
2024-5-17 2:18,来自江苏,女,本科别院的老师这几天自杀了，然后很快传出学生试图自杀被拦下的消息。,0.9999084375883032
2024-5-27 14:05,来自江苏,女,本科的退休金更高呢,0.9423335257139235
2024-5-26 8:38,来自安徽,男,本科考研不算失业率。考研出来不上班就失业了,0.9705969993493406
2024-5-26 16:51,来自广西,女,本科生还不如大专生,0.36609900963489717
2024-5-26 19:27,来自广西,女,本科生有工作就行 研究生还要看离家进不进 钱多不多 有没有编 累不累 反正医院就是这样,0.011230228587548852
2024-3-12 19:52,来自河北,女,本来就是社会很残酷。,0.9381850651884878
2024-5-26 22:46,来自澳大利亚,男,本人就是一个三流医学院校考研到了顶流985院校，然后把985院校当作跳板，来了QS top50的院校，,0.9899876848705627
2024-9-8 19:26,来自上海,男,本视觉人现身说法，今年视觉岗位很少，基本都大模型了，我面到现在只收到了一个视觉岗位的面试,0.9999767495819329
2024-5-27 18:50,来自上海,女,本校研究生人数高于本科生人数,0.6746908684686724
2024-5-30 11:22,来自上海,男,比较正常。但是主观想一直工作，能不能工作到60，就很难说了吧？,0.06662103326770996
2024-9-14 14:02,来自江苏,男,比亚迪吸收这么多,0.6031370701144003
2024-9-12 22:34,来自四川,女,笔译人来了，刚毕业做过一年市场营销，现在在厂里做项目管理,0.9673187267946808
2024-5-27 20:29,来自江苏,男,"鄙人有一点看法，高学历也要高技能，比如本地高校给学生的电子套件居然有Lm319调压电路，几十年的古董电路了，现在很几乎是DC-Dc,美其名曰说这个是基础，实际上教材滞后于社会十几年，这些落后的东西学生毕业就失业。隔壁苏大电子信息还让学生组装8管超外查收音机，现在老年人都是数显插卡收音机。",0.9999967696541041
2024-7-13 10:31,来自山东,男,鄙人正直新闻法学专业最热门的时候读的大学本科，985，211，还是什么国家基地班，一堆的牌子，毕业之后放眼过去，真正干记者的女同学，寥寥无几。当时也参加过几次招聘会，想着跟招聘人员拉近关系，有时候帮他们整理一下简历，他们要求把简历分成四类，男党，男的，女党，女的。后面两类都不带走。,0.999999981011121
2024-4-10 21:05,来自安徽,女,毕业两年还没工作 已经死透了,0.5658845965537337
2024-6-21 15:15,来自陕西,女,毕业荣耀时刻的祝福,0.9905198764266728
2024-4-10 21:06,来自浙江,女,毕业生能不能出来就鼠啊,0.48706841575622895
2024-7-3 10:33,来自辽宁,女,毕业生融入社会才会有社会价值，建设国家。指导学生融入社会才是正道,0.9999948684553839
2024-5-13 23:54,来自浙江,女,毕业早的人也没领到,0.1787874975301118
2024-8-29 20:47,来自北京,男,闭环,0.5730628286084093
2024-8-29 9:18,来自广西,男,闭环了稳中向好,0.6746329122314462
2024-7-12 23:34,来自广东,男,彪形大汉律师在此.................,0.9334019442484188
2024-7-12 23:41,来自天津,男,彪形大汉能镇得住场的，这个想起来药家鑫案律师和马某约架。,0.9449382240804739
2024-5-30 16:23,来自重庆,男,别当真,0.5305096913137115
2024-9-12 11:50,来自北京,男,别急，就业市场有时候就像过山车，说不定转角就遇到爱。多投简历，多刷刷网，机会总是有的。另外，炒粉炒饭也是个不错的选择,0.9029880129014421
2024-5-26 23:12,来自陕西,女,别纠结姐妹 我就是三本 今年上岸双非一本 已经28了 有娃有家庭 工作稳定 稳定的穷 一个月到手3700 双休 啥福利都有 还有寒暑假  但是我不愿意啊 3700根本不够花 我也没想着毕业以后挣个2万8  一个月挣个7400 比我现在工作多一倍总成吧 实在不行6000好点的单位也可以啊 人生还有好几十年呢 多经历才是好,0.8479813523863652
2024-7-31 9:24,来自中国香港,男,别考了。不是你上了研究生就能找到比现在好很多的工作的。不如在目前的岗位上提升自己等待机会。以及，想办法让你爹后妈给个首付。河南三四线二十多万就能买套二手啊，先买个老破小住进去也行，房价跌也跌不了多少。,0.005624825117058085
2024-5-27 20:24,来自广东,男,别乱带节奏,0.5723158550534305
2024-6-27 5:16,来自吉林,女,别那么自卑,0.9090909090909091
2024-5-26 21:15,来自湖北,男,别让我焦虑了,0.7499999999999999
2024-6-3 6:20,来自湖北,女,"别太离谱 老铁 <span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>",0.018931289328961043
2024-6-21 1:13,来自湖北,女,别学药学，真的,0.4780479805526706
2024-6-3 13:12,来自北京,男,别再说孔乙己的长衫了，现在让我穿黑丝包臀裙都行了,0.7061219581569166
2024-5-26 20:19,来自天津,女,并没有 研究生也只想稳定就行,0.9594573572922863
2024-7-20 22:15,来自上海,男,博闻强记倒是不假，他的视频是天文地理无所不知的，本质俗人一个，还卖力带货！,0.9468107388579853
2024-7-13 21:06,来自河南,女,博主多多更新啊,0.5617903009260823
2024-6-24 11:11,来自河北,男,博主恐怕对律师行业知之甚少,0.9422400698356657
2024-7-1 20:14,来自云南,女,不错,0.8612132352941176
2024-7-25 11:19,来自广东,男,不错，让每一个学生都变成范进，这个社会就没有失业人员了。。。,0.933164627607147
2024-7-25 11:31,来自广东,女,不错，有担当,0.9178527088510089
2024-8-29 9:58,来自浙江,男,不错，自力更生,0.9178527088510089
2023-4-25 9:15,来自福建,男,不打算从事研究工作的人读研简直是浪费生命,0.9384704634369596
2024-5-26 18:00,来自浙江,男,不懂怎么会难，因为本科生愿意进厂打螺丝，研究生不愿意吗,0.27224233809410314
2024-5-28 0:07,来自韩国,男,不读研怎么去北京？,0.9271289790365982
2024-7-13 12:40,来自山西,男,不高,0.5039207378222778
2024-7-13 12:40,来自福建,女,不高，找不到工作,0.21650730045895172
2024-6-25 12:01,来自四川,男,不过话说回来，化工行业出事情基本上都是群死群伤，有时候人都找不回来。虽然这今年一季度事故起数跟死亡数双下降。但重大事故隐患里面化工占一半，所以大家找工作的时候务必找大点的化工厂，至少制度齐全，安全标准化还算靠谱，日常检维修也能到位,0.6250570180860029
2024-9-1 11:40,来自北京,女,不过既然最后是唯一一个…也说明老师那边数字能写到98～99了，这个总数过得去，应该也不会有老师想难为孩子的,0.9935206407700101
2024-7-25 10:52,来自江苏,男,不会，我也看好他,0.28213505040586473
2024-3-12 16:05,来自河南,女,不会，现在硕士去哪都很多，只要工资OK就行,0.16230426552565203
2024-5-27 19:22,来自江苏,女,不会，因为读了才知道有多难受,0.3019485482999872
2024-7-1 11:16,来自河南,男,不交就业协议，不让你领毕业证,0.28104503871588116
2024-3-28 9:34,来自湖北,女,不考公考编去私企拿4000 5000的工资 交最低的社保 义务加班 单休 等着猝死吗？？？？,0.8594792571011957
2024-5-27 11:19,来自山东,男,不去读研是他们不想吗？能读研肯定优先读,0.9957683147760361
2024-5-26 21:35,来自四川,女,不认同，本科生一样难哈，整个市场都是不缺劳动力。,0.35381391229716586
2024-5-26 21:33,来自河南,女,不如把社会福利待遇提一提 都有五险一金的话 哪里还有就业难呢,0.978939094285278
2024-7-30 23:32,来自北京,女,不如攒点经验跳槽去好点的厂,0.15763233663523502
2024-9-11 17:26,来自海南,男,不杀人不放火，不伤害社会，直播就直播吧，时代产物。娱乐罢了，没必要大惊小怪。,0.44482849500041133
2024-6-19 22:20,来自浙江,男,不是不懂，是不想懂。,0.1457865921364565
2024-7-13 18:28,来自山东,男,不是大专就业率高嘛,0.477678772895585
2024-5-26 22:50,来自湖北,男,不是老婆养你,0.6672290412935781
2024-5-27 13:16,来自广东,女,不是说非要找工作上班不可的。要知道深圳的高中生能考上深大的也就百分之十，博主已经很厉害了,0.5421032133010716
2024-6-21 18:26,来自江苏,男,不是找不到，是嫌不好。,0.03532380987939554
2024-6-8 18:08,来自广东,女,不说了，我去日本找工作了，微博注销,0.4081648518337687
2024-9-12 22:19,来自江苏,女,不讨厌做老师的可以考虑江苏这边，感觉还行。,0.9533539090531942
2023-3-10 15:45,来自辽宁,女,不挑肥拣瘦，难不成去送外卖？那还读什么大学？读大学不就是为了有更好的生活么？,0.9975385263618894
2024-7-31 8:32,来自上海,女,不需要跳出舒适圈。怎么舒服怎么过,0.7210951787132776
2024-6-24 12:52,来自甘肃,女,不要复读,0.34527875471283087
2024-7-10 15:21,来自广东,女,不要回来,0.46328671328671334
2024-7-2 8:21,来自广东,男,不要蕉绿,0.5576042581707906
2024-6-20 14:36,来自福建,女,不要选管理类毕业即失业,0.821096664611717
2024-6-20 14:36,来自福建,女,不要选管理类毕业即失业,0.821096664611717
2024-6-20 14:30,来自江苏,女,不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种不要学小语种,0.9999999999862865
2024-9-13 18:52,来自广东,男,不要在那制造焦虑了，好吗？,0.9137217089351068
2024-5-26 19:53,来自广东,男,不应该本科被强行交就业协议嘛,0.5252912765860333
2024-7-1 9:51,来自广东,女,不用10年，这些都已经再来的路上了,0.35163465038627895
2023-2-1 19:28,来自山东,女,不用调整，熬就行啦,0.459438376311721
2024-5-26 20:35,来自四川,女,不愿意脱下孔乙己的长衫罢了,0.6523721212055591
2024-6-8 9:46,来自浙江,女,不着急 现在回村干点啥都能年入百万,0.09703500187552405
2024-5-26 18:29,来自北京,男,不知道啊,0.3693910911319984
2024-7-30 21:09,来自黑龙江,女,不知道读研算不算一种围城，反正我在读，很烦很焦虑很后悔，现在就等毕业赶紧跑路…如果能找到比较满意的工作应该会比读研好吧,0.9999423220358892
2024-5-27 16:47,来自河南,女,不止是这个问题。还有用人企业觉得我们这小破活，怎么可能留得住研究生，来了干不了多久也得走，还得重新招人，还不如直接招别人,0.0004808346812140707
2024-5-27 0:33,来自甘肃,男,"猜你在搜：生化环材<span class=""url-icon""><img alt=[泪] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png"" style=""width:1em; height:1em;"" /></span>",0.8079383865954627
2024-5-27 7:45,来自浙江,男,"策划不错<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>明天就拍",0.6061055256526103
2024-5-26 19:00,来自山东,男,产业升级并没有升级到都需要研究生才能干的地步,0.7266322293551322
2024-9-12 12:45,来自日本,女,炒飯炒粉送論文查重中英互譯千字20滿50-30多買多送走過路過不要錯過。,0.0016330859937739861
2024-7-13 19:53,来自广东,男,诚信友善？,0.41689054101598966
2024-7-9 15:14,来自浙江,男,崇洋媚外的心态在作祟。,0.7482362933946748
2024-8-31 12:31,来自广东,男,仇恨全世界,0.9252566738678657
2024-3-4 22:58,来自山东,男,出国读个研能不能好点？,0.3155375162108669
2023-4-25 9:16,来自河南,男,除了真心喜欢科研的，普通人读到本科最合适了。刚好最好的青春年华闯荡社会。,0.9999999838017855
2024-7-25 14:32,来自河南,女,传递信息微平台,0.9193222526512907
2024-9-11 19:08,来自内蒙古,男,传奇~！,0.9871383546228656
2024-9-11 10:34,来自广东,男,创造不了实体价值，危机来临时最先倒闭的就是这些,0.9926323044103249
2024-5-26 23:29,来自江西,男,词条好像被锁了,0.5687876079070422
2024-4-11 10:21,来自江苏,女,从去年开始参加银行校招 就是被各种打击（本国贸专业的小咔拉米）农行面试面对一些985/211的竞争对手 争夺一个南京犄角旮旯城区的柜员我想不通我实在想不通其次朋友身边全是非财经专业的人被银行录取了银行什么时候可以专业限制一下 给财经🐶一点出路,0.9999590332922004
2024-6-24 22:37,来自黑龙江,女,从小到大国际学校当然没有国内重高985公派留学好,0.9966293021719671
2024-5-27 10:05,来自内蒙古,男,打卡,0.5
2024-5-26 22:47,来自四川,男,大部分双非院校会不会不适合培养,0.833619720942928
2024-5-27 10:59,来自北京,女,大部分研究生出来也不适合搞高精尖，一般的岗位也看不上的吧，有种高不成低不就的感觉。现在很多公司要的都是有经验的，学历只是一个筛选器，如果资历够好，学历也就没啥太大作用。,0.84785328361496
2024-5-26 23:27,来自上海,女,大部分研究生做的活本科生也能做,0.9570679523403531
2024-5-26 22:33,来自浙江,男,大多数研究生找工作还是想和本科生有区分度罢了,0.6013097985119927
2024-6-26 21:17,来自重庆,女,大哥你说的是化学吧，化工和化学是不一样的，虽然也要学很多化学，但是还要学设备仪表这些。你说的大部分都是对的，但是对化学感兴趣的建议学应用化学做实验分析，如果你化学物理都还能学懂，分又不高，家庭条件一般，化工可以。学化工进厂的都要倒班,0.9999827698882275
2024-6-12 9:16,来自青海,女,大环境真的很差了，刚出去玩，跟民宿老板聊，说疫情前每年营收800W，今年预计200-300w,0.0013409676208785415
2024-7-25 10:39,来自广东,男,大家都不结婚都不生娃，那就来读书,0.8654881532587054
2023-4-25 9:26,来自福建,男,大家读研之前把自己简历修改成研究生学历，直接招聘网上先找找工作，探探实际行情，千万不要盲目考研了，把考研当成一种投资，如果回报比太低建议直接去找工作，除了家里有钱无所谓。,0.9999715276621575
2024-2-18 21:02,来自河南,女,大家开学给导师们带礼物了吗 送礼物有什么好作业可以抄一下吗家人们,0.983867337914752
2024-3-4 20:14,来自江苏,男,大衰退大萧条之下、失业潮来临，高学历找不到工作很正常,0.7717540290101421
2024-2-6 1:34,来自上海,女,大头专硕毕业有几篇文章啊 好焦虑 写出来的综述被老板骂惨了 而且审稿时间巨长,0.2811588199966314
2024-7-11 21:01,来自北京,男,大学毕业实际上和就业是两个事情的。大学教育只是延迟了就业，到了一定年纪，都会就业的。社会提供的岗位，现在与大学教育是两个赛道的。,0.9999995950928932
2023-3-11 1:13,来自天津,男,大学扩招太多了，搞得和义务教育一样，缩减十倍，立刻好很多，完全搞不懂为什么大学要不断扩招。,0.32518131598674394
2024-9-14 8:25,来自河南,女,大学生很多都是迷茫 没有方向的，特别是一般的大学,0.9983517516734228
2024-6-9 3:58,来自辽宁,男,大学一定要好好锻炼身体，万一毕业了要参加铁人三项呢,0.9916138293066328
2024-6-8 6:23,来自江苏,男,大专比硕博就业率高，说明还是挑。普通一本理工科，不嫌累，不嫌工资低，找份工作还是没问题的。,0.12963953897858038
2024-3-12 23:50,来自山东,女,大专快乐多了,0.9437516924226431
2024-5-26 19:22,来自辽宁,男,待遇要求低一点就可以了,0.19815963332557984
2024-7-6 9:22,来自北京,女,但是很多农学的同学都是在做种子化肥销售啊,0.9879127415445152
2023-4-9 12:23,来自湖南,女,但是他吃很多,0.6474577993668387
2024-9-14 19:35,来自湖北,男,但是他们真的比大多数打工人挣得多啊,0.8207700476515615
2024-6-12 16:46,来自安徽,女,但我们公司很多人都毁约了啊应届生毁约，看不上我们公司。而且都是非常普通的二本，也不是好大学。我感觉工科生还是好找工作的吧。,0.8264892547749607
2024-6-22 14:31,来自广东,女,当年我高考要学兽医，我家非不同意，硬让我选了个看起来高大上的生物技术，想想就生气啊啊啊,0.9931954481541446
2024-5-27 8:09,来自山西,女,当全职网红,0.5442918922512671
2024-5-26 23:49,来自浙江,女,当然是因为太老了干有些活力不从心（我说自己💩）,0.3077994864786626
2024-5-26 23:25,来自安徽,女,当时刚好遇上疫情，没找工作就去考研了,0.9020787576746093
